url,type
http://www.pc.gamespy.com/pc/rebels-prison-escape/,0
http://www.pc.ign.com/objects/605/605988.html,0
http://www.gamespot.com/pc/strategy/rebels/,0
http://www.gamefaqs.com/pc/915411-rebels-prison-escape/data,0
http://www.psp.gamespy.com/playstation-portable/the-tower-of-purgatory/,0
http://www.psp.ign.com/objects/683/683129.html,0
http://www.cheatscodesguides.com/playstation-portable-cheats/the-tower-of-purgatory/,0
http://www.gamestats.com/objects/683/683129/,0
http://www.1up.com/do/reviewPage?cId=3140235&amp;did=1,0
http://www.gamespot.com/psp/action/rengokuthetowerofpurgatory/,0
http://www.psxextreme.com/scripts/reviews3/review.asp?RevID=23,0
http://www.gamefaqs.com/portable/psp/data/920827.html,0
http://www.psp.gamespy.com/playstation-portable/rengoku-2/,0
http://www.psp.ign.com/objects/769/769631.html,0
http://www.gamestats.com/objects/769/769631/,0
http://www.gamespot.com/psp/action/rengoku2/,0
http://www.1up.com/do/gameOverview?cId=3143774,0
http://www.ps2.gamespy.com/playstation-2/reservoir-dogs/,0
http://www.ps2.ign.com/objects/536/536075.html,0
http://www.games.teamxbox.com/xbox/1462/Reservoir-Dogs/,0
http://www.gamespot.com/xbox/action/reservoirdogs/,0
http://www.ps2.gamezone.com/previews/item/reservoir_dogs_pc_preview,0
http://www.gamefaqs.com/portable/ds/data/924608.html,0
http://www.gamespot.com/ds/action/robots/,0
http://www.worthplaying.com/article.php?sid=10917,0
http://www.ps2.ign.com/articles/391/391739p1.html,0
http://www.entdepot.com/ps2/rtxredrock/review.php,0
http://www.gamespot.com/ps2/action/rtxredrock/review.html,0
http://www.ps2.gamespy.com/playstation-2/rtx-red-rock/5978p1.html,0
http://www.gameindustry.com/review/item.asp?id=10,0
http://www.gamershell.com/ps2/rtx_red_rock/review.html,0
http://www.gamespot.com/ps2/action/rygarthelegendaryadventure/,0
http://www.xbox360.gamespy.com/xbox-360/saboteur/,0
http://www.xbox360.ign.com/objects/894/894259.html,0
http://www.games.teamxbox.com/xbox-360/1696/The-Saboteur/,0
http://www.bit-tech.net/gaming/pc/2009/05/07/the-saboteur-preview/1,0
http://www.gamespot.com/gamecube/adventure/scoobydoonightof100frights/,0
http://www.gamespot.com/ps2/adventure/scoobydoonightof100frights/,0
http://www.game-over.net/reviews.php?page=ps2reviews&amp;id=51,0
http://www.ps2.ign.com/articles/361/361505p1.html,0
http://www.gamespot.com/ps2/adventure/scoobydoonightof100frights/review.html,0
http://www.gameindustry.com/review/item.asp?id=134,0
http://www.gamespot.com/gamecube/action/scorpionkingriseofta/,0
http://www.gamespot.com/ps2/action/scorpionkingriseofta/,0
http://www.cube.ign.com/articles/100/100983p1.html,0
http://www.game-over.net/reviews.php?id=64&amp;page=ps2reviews,0
http://www.gamespot.com/gba/action/scorpionkingswordofosiris/,0
http://www.ds.gamespy.com/nintendo-ds/scurge-hive/,0
http://www.ds.ign.com/objects/764/764878.html,0
http://www.1up.com/do/previewPage?cId=3140825&amp;did=1,0
http://www.ps2.gamespy.com/playstation-2/second-sight/,0
http://www.ps2.ign.com/objects/640/640604.html,0
http://www.cheatscodesguides.com/playstation-2-cheats/second-sight/,0
http://www.games.teamxbox.com/xbox/829/Second-Sight/,0
http://www.gamespot.com/pc/action/secondsight/,0
http://www.gamepro.com/article/reviews/43129/second-sight/,0
http://www.eurogamer.net/articles/r_secondsight_pc,0
http://www.ps2.gamespy.com/playstation-2/ico-ii/,0
http://www.eurogamer.net/article.php?article_id=59445,0
http://www.1up.com/do/previewPage?cId=3140737&amp;did=1,0
http://www.actiontrip.com/previews/theshadowofzorro_i.phtml,0
http://www.ps2.ign.com/articles/365/365934p1.html,0
http://www.gamespot.com/ps2/action/shifters/review.html,0
http://www.gamerevolution.com/review/ps2/shifters,0
http://www.gamepro.com/sony/ps2/games/reviews/27049.shtml,0
http://www.contactmusic.com/new/home.nsf/webpages/shinobix09x05x03,0
http://www.gamespot.com/ps2/action/shinobi/review.html,0
http://www.atlus.com/sg/index.html,0
http://www.game-over.net/reviews.php?page=ps2reviews&amp;id=49,0
http://www.ps2.ign.com/articles/363/363290p1.html,0
http://www.gamespot.com/ps2/action/skygunner/,0
http://www.g4tv.com/techtvvault/features/35542/SkyGunner_PS2_Review.html,0
http://www.armchairempire.com/Reviews/XBox/sneakers.htm,0
http://www.xbox.ign.com/articles/375/375451p1.html,0
http://www.gamespot.com/xbox/puzzle/sneakers/,0
http://www.pc.ign.com/objects/689/689967.html,0
http://www.pc.gamespy.com/pc/gorky-zero-aurora-watching/,0
http://www.fileplanet.com/100858/0/section/Aurora-Watching,0
http://www.gamespot.com/pc/action/aurorawatching/,0
http://www.gamefaqs.com/pc/924744-soldier-elite/data,0
http://www.xbox.gamespy.com/xbox/spartan-total-warrior/,0
http://www.xbox.ign.com/objects/734/734614.html,0
http://www.games.teamxbox.com/xbox/1105/Spartan-Total-Warrior/,0
http://www.gamefaqs.com/console/gamecube/data/926678.html,0
http://www.xbox.gamespy.com/xbox/spawn-armageddon/6454p1.html,0
http://www.worthplaying.com/article.php?sid=14282,0
http://www.cube.gamespy.com/gamecube/spawn-armageddon/6452p1.html,0
http://www.armchairempire.com/Reviews/ps2/spawn-armageddon.htm,0
http://www.ps2.gamespy.com/playstation-2/spawn-armageddon/498422p1.html,0
http://www.xbox.gamespy.com/xbox/spawn-armageddon/498599p1.html,0
http://www.ps2.gamespy.com/playstation-2/spawn-armageddon/6453p1.html,0
http://www.frictionlessinsight.com/archives/2004/01/spawn-armageddo.html,0
http://www.gamespot.com/dreamcast/action/spawn/,0
http://www.gamespot.com/ps/action/spawntheeternal/,0
http://www.epinions.com/game-Software-All-Playstation-Spawn_The_Eternal,0
http://www.pc.ign.com/objects/813/813588.html,0
http://www.games.teamxbox.com/xbox-360/1165/Stranglehold/,0
http://www.gamespot.com/xbox360/action/stranglehold/,0
http://www.ps2.gamespy.com/playstation-3/stranglehold/,0
http://www.gamefaqs.com/ps3/928103-stranglehold/data,0
http://www.xbox360.gamespy.com/xbox-360/remedy-project-next-gen-title/,0
http://www.xbox360.ign.com/objects/743/743608.html,0
http://www.games.teamxbox.com/xbox-360/1148/Alan-Wake/,0
http://www.armchairempire.com/Previews/multi-platform/alan-wake.htm,0
http://www.computerandvideogames.com/article.php?id=141967,0
http://www.gamestats.com/objects/743/743608/,0
http://www.gamespot.com/xbox360/action/alanwake/,0
http://www.eurogamer.net/articles/p_alanwake_nextgen,0
http://www.fileplanet.com/101264/0/0/0/1/section/Movies,0
http://www.gamefaqs.com/xbox360/928006-alan-wake/data,0
http://www.gamespot.com/pc/adventure/aloneinthedarktrilogy/,0
http://www.adventurecollective.com/reviews/aitd.htm,0
http://www.mobygames.com/game/alone-in-the-dark,0
http://www.uhs-hints.com/uhsweb/alone.php,0
http://www.gameboomers.com/wtcheats/pcAa/aloneinthedark.html,0
http://www.ataniel.org/alonereview.htm,0
http://www.xbox360.ign.com/objects/774/774387.html,0
http://www.games.teamxbox.com/xbox-360/1330/Alone-in-the-Dark/,0
http://www.1up.com/do/previewPage?cId=3150301&amp;did=1,0
http://www.adventurecollective.com/reviews/aitd2.htm,0
http://www.adventurecollective.com/reviews/aitd3.htm,0
http://www.neoseeker.com/forums/index.php?fn=browse_forum&amp;d=5702,0
http://www.uhs-hints.com/uhsweb/alone4.php,0
http://www.gamebits.net/psx/alondark.shtml,0
http://www.dreamcast.ign.com/articles/161/161899p1.html,0
http://www.gamespot.com/dreamcast/adventure/aloneinthedarkthenn/,0
http://www.gamespot.com/ps/adventure/aloneinthedarkthenn/,0
http://www.gamepro.com/sony/ps3/27727/info.shtml,0
http://www.gamerevolution.com/review/sony/alone-in-the-dark-the-new-nightmare,0
http://'www.armchairempire.com/Reviews/PC\%20Games/alone_in_the_dark4.htm',0
http://www.actiontrip.com/reviews/aloneinthedarkthenewnightmare.phtml,0
http://www.pc.ign.com/articles/162/162165p1.html,0
http://www.gamespot.com/pc/adventure/aloneinthedarkthenn/,0
"http://'www.mobygames.com/game_group/sheet/gameGroupId,144/'",0
http://www.ps2.ign.com/objects/017/017283.html,0
http://www.realmofgaming.com/?page=xboxcheats/bloodrayne.php&amp;type=cheats,0
http://www.gamefaqs.com/computer/doswin/code/542017.html,0
http://www.gamespot.com/gamecube/action/bloodrayne/,0
http://www.gamespot.com/ps2/action/bloodrayne/,0
http://www.play.tm/story/1666,0
http://www.gamepro.com/microsoft/xbox/games/reviews/27270.shtml,0
http://www.xbox.ign.com/articles/374/374365p1.html,0
http://www.gamespot.com/xbox/action/bloodrayne/,0
http://www.gamershell.com/pc/bloodrayne/review.html,0
http://www.snackbar-games.com/reviews/xbox/bloodrayne-7.html,0
http://www.realmofgaming.com/?page=ps2cheats/bloodrayne2.php&amp;type=cheats,0
http://www.epinions.com/game-Titles-Consoles-SegaDreamcast-All-Blue_Stinger,0
http://www.gamespot.com/dreamcast/adventure/bluestinger/,0
http://www.gamechronicles.com/qa/coc/dce.htm,0
http://www.en.wikipedia.org/wiki/Call_of_Cthulhu:_Dark_Corners_of_the_Earth,0
http://www.mobygames.com/game/windows/call-of-cthulhu-dark-corners-of-the-earth,0
http://www.gameindustry.com/review/item.asp?id=613,0
http://www.pc.ign.com/articles/703/703445p1.html,0
http://www.xbox.vggen.com/reviews/cthulhu/,0
http://www.armchairempire.com/Reviews/XBox/call-cthulhu-dark-corners-earth.htm,0
http://www.game-over.net/reviews.php?page=xboxreviews&amp;id=265,0
http://www.gamespot.com/xbox/adventure/callofcthuludarkcornersoftheearth/review.html,0
http://www.eurogamer.net/article.php?article_id=61403,0
http://www.xboxaddict.com/staff_review/12495.html,0
http://www.gamespot.com/pc/adventure/callofcthuludarkcornersoftheearth/review.html,0
http://'www.armchairempire.com/Reviews/PC\%20Games/undying.htm',0
http://www.actiontrip.com/reviews/clivebarkersundying.phtml,0
http://www.pc.ign.com/articles/164/164693p1.html,0
http://www.gamespot.com/pc/action/clivebarkersundying/,0
http://www.gamerevolution.com/review/pc/clive-barkers-undying,0
http://www.xbox360.ign.com/objects/728/728997.html,0
http://www.fileplanet.com/101474/0/section/Condemned,0
http://www.games.teamxbox.com/xbox-360/1189/Condemned-Criminal-Origins/,0
http://www.gamefaqs.com/computer/doswin/data/926310.html,0
http://www.gamespot.com/condemned-criminal-origins/platform/xbox360/,0
http://www.xbox360.gamespy.com/xbox-360/condemned-2-bloodshot/,0
http://www.xbox360.ign.com/objects/903/903765.html,0
http://www.games.teamxbox.com/xbox-360/1737/Condemned-2-Bloodshot/,0
http://www.1up.com/do/gameOverview?cId=3159391,0
http://www.psx.ign.com/articles/131/131835p1.html,0
http://www.wii.gamespy.com/wii/cursed-mountain/,0
http://www.wii.ign.com/objects/142/14270799.html,0
http://www.xbox360.gamespy.com/xbox-360/dead-space/,0
http://www.xbox360.ign.com/objects/850/850402.html,0
http://www.games.teamxbox.com/xbox-360/1860/Dead-Space/,0
http://www.gamespot.com/xbox360/action/deadspace/,0
http://www.en.wikipedia.org/wiki/Dead_Space_(video_game),0
http://www.angelfire.com/goth/devilmaycrytonite/,0
