url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/people/Catherine-Archer/1559547281,59,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.1694915254237290,0.0,0,0,0,0,0,2,1,0,0,1,0,6,5,3,3,6,10,8,10,7.0,5.5,7.75,0,1,0,0,0,0,43,0.23255813953488400,0.7674418604651160,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/john.m.whitcomb,40,16,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,1,0,0,3,0,0,0,1,0,5,4,1,3,1,8,8,8,4.8,5.5,4.333333333333330,0,1,0,0,0,0,82,0.36585365853658500,0.6341463414634150,0.0,7,0.0,0.0,0.0,0.0,0,1,4.545454545454550,0,0.0,100.0,0,0,0,71.42857142857140,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/maryseouellet.83,41,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.04878048780487810,0.0,0,0,0,0,0,3,0,0,0,1,0,4,5,2,3,2,13,8,13,6.5,5.5,7.5,0,1,0,0,0,0,82,0.36585365853658500,0.6341463414634150,0.0,7,0.0,0.0,0.0,0.0,0,1,4.545454545454550,0,0.0,100.0,0,0,0,71.42857142857140,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/KCURKansasCity,39,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,4,3,3,14,14,8,14,8.333333333333330,5.5,14.0,0,1,0,0,0,0,167,0.2694610778443110,0.7305389221556890,0.0,21,0.0,0.0,0.0,0.0,0,1,8.0,0,0.0,100.0,0,0,0,100.0,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/pages/Billie-Joe-Armstrong/21810736024,63,16,1,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.1746031746031750,0.0,0,0,0,0,0,2,0,0,0,0,0,7,5,3,3,3,11,8,11,6.428571428571430,5.5,6.8,0,1,0,0,0,0,84,0.3333333333333330,0.6666666666666670,0.0,8,0.0,0.0,0.0,0.0,0,1,4.166666666666670,0,0,0,0,0,0,60.0,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/pages/Political-divisions-of-Mexico/112668912084101,76,16,1,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.19736842105263200,0.0,0,0,0,0,0,2,0,0,0,1,0,8,6,2,3,2,15,8,15,7.125,5.5,7.666666666666670,0,1,0,0,0,0,88,0.07954545454545450,0.9204545454545450,0.0,9,0.0,0.0,0.0,0.0,0,1,5.263157894736840,0,0,0,0,0,0,100.0,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/people/Gordon-Korman/542156028,55,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.16363636363636400,0.0,0,0,0,0,0,2,1,0,0,1,0,6,4,3,3,6,9,8,9,6.333333333333330,5.5,6.75,0,1,0,0,0,0,43,0.23255813953488400,0.7674418604651160,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/pages/CBMF-FM/106596822709907,54,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.2777777777777780,0.0,0,0,0,0,0,2,1,0,0,1,0,6,6,2,3,2,15,8,15,6.166666666666670,5.5,6.5,0,1,0,0,0,0,125,0.04,0.96,0.0,12,0.0,0.0,0.0,0.0,0,1,1.8518518518518500,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/pages/the-Plasmarifle/6730724417?v=info,64,16,1,2,1,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.15625,0.0,0,0,0,0,0,2,1,0,0,1,0,8,5,1,3,1,11,8,11,5.625,5.5,5.666666666666670,0,1,0,0,0,0,43,0.23255813953488400,0.7674418604651160,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/himaen,31,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,4,3,3,6,8,8,6,5.666666666666670,5.5,6.0,0,1,0,0,0,0,43,0.23255813953488400,0.7674418604651160,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
